ThaiName,EnglishName,Type
กระทรวงการต่างประเทศ,Ministry of Foreign Affairs,"organization, place"
กระทรวงการท่องเที่ยวและกีฬา,Ministry of Tourism and Sports,"organization, place"
กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,Ministry of Social Development and Human Security,"organization, place"
กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,"organization, place"
กระทรวงคมนาคม,Ministry of Transport,"organization, place"
กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,Ministry of Digital Economy and Society,"organization, place"
กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,Ministry of Natural Resources and Environment,"organization, place"
กระทรวงพลังงาน,Ministry of Energy,"organization, place"
กระทรวงพาณิชย์,Ministry of Commerce,"organization, place"
กระทรวงมหาดไทย,Ministry of Interior,"organization, place"
กระทรวงยุติธรรม,Ministry of Justice,"organization, place"
กระทรวงแรงงาน,Ministry of Labour,"organization, place"
กระทรวงวัฒนธรรม,Ministry of Culture,"organization, place"
กระทรวงวิทยาศาสตร์และเทคโนโลยี,Ministry of Science and Technology,"organization, place"
กระทรวงศึกษาธิการ,Ministry of Education,"organization, place"
กระทรวงสาธารณสุข,Ministry of Public Health,"organization, place"
กระทรวงอุตสาหกรรม,Ministry of Industry,"organization, place"
กระทุ่มแบน,Krathum Baen,place
กระทุ่มแพ้ว,Krathum Phaeo,place
กระทุ่มราย,Krathum Rai,place
กระทุ่มล้ม,Krathum Lom,place
กระเทียม,Krathiam,place
กระโทก,Krathok,place
กระนวน,Kranuan,place
กระนวน,Kranuan,place
กระบี่,Krabi,place
กระบี่น้อย,Krabi Noi,place
กระบุรี,Kra Buri,place
กระเบื้อง,Krabueang,place
กระเบื้องนอก,Krabueang Nok,place
กระเบื้องใหญ่,Krabueang Yai,place
กระเพาะปัสสาวะอักเสบ,,other
กระโพ,Krapho,place
กระสัง,Krasang,place
กระสัง,Krasang,place
กระเสาะ,Kraso,place
กระเสียว,Krasiao,place
กระแสบน,Krasae Bon,place
กระแสสินธุ์,Krasae Sin,place
กระแสสินธุ์,Krasae Sin,place
กระโสบ,Krasop,place
กระโสม,Krasom,place
กระหวะ,Krawa,place
กระหวัน,Krawan,place
กระหาด,Krahat,place
กระออม,Kra-Om,place
กรับใหญ่,Krap Yai,place
กร่ำ,Kram,place
กรุงชิง,Krung Ching,place
กรุงเทพคลินิกแพทย์ สาขา 1,,"organization, place"
กรุงเทพคลินิกแพทย์ สาขา 2,,"organization, place"
กรุงเทพแพทย์สหคลินิก,,"organization, place"
กรุงเทพมหานคร,Bangkok,place
กรุงเทพมหานคร,Bangkok,place
กรุงเทพเมดิคัลแล็บ คลินิกเทคนิคการแพทย์,,"organization, place"
กรุงหยัน,Krung Yan,place
กรูด,Krut,place
กฤษณา,Kritsana,place
กล้วยกว้าง,Kluai Kwang,place
กล้วยแพะ,Kluai Phae,place
กลอนโด,Klon Do,place
กลัดหลวง,Klat Luang,place
กลันทา,Kalantha,place
กลาก,,other
กลากน้ำนม (เกลื้อนน้ำนม),,other
กลาง,Klang,place
กลางดง,Klang Dong,place
กลางแดด,Klang Daet,place
กลางเวียง,Klang Wiang,place
กลางหมื่น,Klang Muen,place
กลางใหญ่,Klang Yai,place
กลาย,Klai,place
กลิ่นตัว,,other
กลิ่นเท้า,,other
กลิ่นปาก (ลมหายใจเหม็น),,other
กลุ่มบางรักโรคติดต่อทางเพศสัมพันธ์,,"organization, place"
กวนวัน,Kuan Wan,place
กวางโจน,Kwang Chon,place
กวินทร์ ธรรมสัจจานันท์,Kawin Thamsatchanan,person
ก้อ,Ko,place
กองก๋อย,Kong Koi,place
กองแขก,Kong Khaek,place
กองควาย,Kong Khwai,place
กองดิน,Kong Din,place
กองทูล,Kong Thun,place
กองนาง,Kong Nang,place
กองบริการทางการแพทย์การประปานครหลวง,,"organization, place"
กองพยาบาล กรมแผนที่ทหารกองบัญชากองทัพไทย,,"organization, place"
กองพยาบาลโรงเรียนช่างฝีมือทหาร,,"organization, place"
กองแพทย์ สำนักงานสนับสนุน หน่วยบัญชาการทหารพัฒนา,,"organization, place"
กองแพทย์บริษัทขนส่ง,,"organization, place"
กองโพน,Kong Phon,place
กองเวชศาสตร์ป้องกัน กรมแพทย์ทหารอากาศ,,"organization, place"
กอตอตือร๊ะ,Koto Tuera,place
ก้อนแก้ว,Kon Kaeo,place
กอลำ,Ko Lam,place
ก่อเอ้,Ko-E,place
กะดุนง,Kadunong,place
กะแดะ,Kadae,place
กะทุ่ม,Kathum,place
กะทู้,Kathu,place
กะทู้,Kathu,place
กะทูน,Kathun,place
กะบกเตี้ย,Kabok Tia,place
กะปง,Kapong,place
กะปง,Kapong,place
กะปาง,Kapang,place
กะเปอร์,Papoe,place
กะเปอร์,Kapoe,place
กะเปา,Kapao,place
กะเปียด,Kapiat,place
กะพ้อ,Kapho,place
กะมัง,Kamang,place
กะมิยอ,Kami Yo,place
กะรน,Karon,place
กะรุบี,Karubi,place
กะลาเส,Kalase,place
กะลุวอ,Kaluwo,place
กะลุวอเหนือ,Kaluwo Nuea,place
กะหรอ,Karo,place
กะหรี่ปั๊บ,,other
กะไหล,Kalai,place
กะฮาด,Kahat,place
กังแอน,Kang Aen,place
กันจุ,Kan Chu,place
กันต์พิมุกต์ ภูวกุล,Kunpimook Bhuwakul,person
กันตรวจระมวล,Kanta Wacharamuan,place
กันตัง,Kantang,place
กันตัง,Kantang,place
กันตังใต้,Kantang Tai,place
กันทรลักษ์,Kantharalak,place
กันทรวิชัย,Kantharawichai,place
กันทรอม,Kan Throm,place
กันทรารมย์,Kanthararom,place
กันทรารมย์,Kanthararom,place
กันยารัตน์ ติยะพรไชย,Kanyarat Tiyapornchai,person
กัมปาลา,Kampala,place
กัลยาณิวัฒนา,Kanlayaniwatthana,place
กัวเตมาลาซิตี,Guatemala City,place
กัวลาลัมเปอร์,Kuala Lumpur,place
กาเกาะ,Ka Ko,place
ก้างปลาติดคอ/กระดูกติดคอ,,other
กาญจนดิษฐ์,Kanchanadit,place
กาญจนบุรี,Kanchanaburi,place
กาญจนา,Kanchana,place
กาฐมาณฑุ,Kathmandu,place
กาตอง,Katong,place
ก้านเหลือง,Kan Lueang,place
กาบเชิง,Kap Choeng,place
กาบเชิง,Kap Choeng,place
กาบัง,Kabang,place
กาบัง,Kabang,place
กาบิน,Kabin,place
กาบูเวร์ดี[# 1],Cabo Verde,place
กาโบโรเน,Gaborone,place
ก้ามปู,Kam Pu,place
กายูคละ,Kayu Khla,place
กายูบอเกาะ,Kayu Boko,place
กาเยาะมาตี,Kayo Mati,place
กาแยน,Cayenne,place
การประชุมแห่งเวียนนา,Congress of Vienna,other
การประชุมแห่งอาร์ราส,Congress of Arras,other
การประชุมเอเชีย-แอฟริกา,Asian-African Conference OR Bandung Conference,other
การแพทย์เทอดไทคลินิกเวชกรรม,,"organization, place"
การส่งเสริมกีฬาแห่งประเทศไทย,,"organization, place"
